municipality,muni_code,value_as_of_date,scraped_at,taxable_value,exempt_value,purta_value,all_real_estate,median_residential_value,scrape_week,taxable_value_wow_change,taxable_value_wow_pct,year,taxable_value_ytd_change,taxable_value_ytd_pct
Leet Township,921,2026-03-06,2026-03-08 21:38:01.824073,120638100,31878200,0,152516300,127050,2026-03-06,-78700,-0.0652,2026,-75100,-0.0622
Leet Township,921,2026-03-20,2026-03-22 21:40:24.960345,120638100,31878200,0,152516300,127050,2026-03-20,0,0,2026,-75100,-0.0622
Leet Township,921,2026-03-27,2026-03-29 21:47:07.998051,120638100,31878200,0,152516300,127050,2026-03-27,0,0,2026,-75100,-0.0622
Leet Township,921,2026-04-03,2026-04-05 21:47:24.92838,120638100,31878200,0,152516300,127050,2026-04-03,0,0,2026,-75100,-0.0622
Leet Township,921,2026-04-10,2026-04-12 21:49:18.465857,120638100,31878200,0,152516300,127050,2026-04-10,0,0,2026,-75100,-0.0622
Leet Township,921,2026-04-17,2026-04-19 21:50:25.632396,120638100,31878200,0,152516300,127050,2026-04-17,0,0,2026,-75100,-0.0622
Marshall Township,923,2026-01-09,2026-01-13 16:47:24,1826775279,134965800,176400,1961917479,278150,2026-01-16,NA,NA,2026,0,0
Marshall Township,923,2026-01-23,2026-01-31 03:20:59.650441,1825875079,134965800,176400,1961017279,277850,2026-01-30,-900200,-0.0493,2026,-900200,-0.0493
Marshall Township,923,2026-01-30,2026-02-02 20:51:34.056798,1825875079,134965800,176400,1961017279,277850,2026-02-06,0,0,2026,-900200,-0.0493
Marshall Township,923,2026-02-06,2026-02-08 19:26:54.336958,1825875079,134965800,176400,1961017279,277850,2026-02-13,0,0,2026,-900200,-0.0493
Marshall Township,923,2026-02-13,2026-02-15 11:33:29.550593,1825875079,134965800,176400,1961017279,277850,2026-02-13,0,0,2026,-900200,-0.0493
Marshall Township,923,2026-02-20,2026-02-22 21:27:22.500185,1834893379,134965800,176400,1970035579,280000,2026-02-27,9018300,0.4939,2026,8118100,0.4444
Marshall Township,923,2026-02-27,2026-03-01 21:37:40.610556,1834759779,134965800,176400,1969901979,280000,2026-02-27,-133600,-0.0073,2026,7984500,0.4371
Marshall Township,923,2026-03-06,2026-03-08 21:38:06.595774,1828951579,135415600,176400,1964543579,280000,2026-03-06,-5808200,-0.3166,2026,2176300,0.1191
Marshall Township,923,2026-03-20,2026-03-22 21:40:30.409115,1824309579,135415600,176400,1959901579,280000,2026-03-20,-4642000,-0.2538,2026,-2465700,-0.135
Marshall Township,923,2026-03-27,2026-03-29 21:47:13.579796,1824309579,135415600,176400,1959901579,280000,2026-03-27,0,0,2026,-2465700,-0.135
Marshall Township,923,2026-04-03,2026-04-05 21:47:30.256588,1817422229,135415600,176400,1953014229,280000,2026-04-03,-6887350,-0.3775,2026,-9353050,-0.512
Marshall Township,923,2026-04-10,2026-04-12 21:49:23.952258,1817422229,135415600,176400,1953014229,280000,2026-04-10,0,0,2026,-9353050,-0.512
Marshall Township,923,2026-04-17,2026-04-19 21:50:30.26846,1819456429,135415600,176400,1955048429,280350,2026-04-17,2034200,0.1119,2026,-7318850,-0.4006
Moon Township,925,2026-01-09,2026-01-13 16:47:33,2493881840,609648100,170700,3103700640,161000,2026-01-16,NA,NA,2026,0,0
Moon Township,925,2026-01-23,2026-01-31 03:21:09.698392,2493881840,609648100,170700,3103700640,161000,2026-01-30,0,0,2026,0,0
Moon Township,925,2026-01-30,2026-02-02 20:51:43.270131,2493050940,609786300,170700,3103007940,161000,2026-02-06,-830900,-0.0333,2026,-830900,-0.0333
Moon Township,925,2026-02-06,2026-02-08 19:27:03.558157,2493050940,609786300,170700,3103007940,161000,2026-02-13,0,0,2026,-830900,-0.0333
Moon Township,925,2026-02-13,2026-02-15 11:33:38.121131,2492488840,609786300,170700,3102445840,160900,2026-02-13,-562100,-0.0225,2026,-1393000,-0.0559
Moon Township,925,2026-02-20,2026-02-22 21:27:32.038042,2496257540,609786300,170700,3106214540,161000,2026-02-27,3768700,0.1512,2026,2375700,0.0953
Moon Township,925,2026-02-27,2026-03-01 21:37:50.03353,2494269531,609786300,170700,3104226531,161000,2026-02-27,-1988009,-0.0796,2026,387691,0.0155
Moon Township,925,2026-03-06,2026-03-08 21:38:14.99252,2496473631,609786300,170700,3106430631,161100,2026-03-06,2204100,0.0884,2026,2591791,0.1039
Moon Township,925,2026-03-20,2026-03-22 21:40:39.989415,2495958131,609786300,170700,3105915131,161100,2026-03-20,-515500,-0.0206,2026,2076291,0.0833
Moon Township,925,2026-03-27,2026-03-29 21:47:23.250141,2495958131,609786300,170700,3105915131,161100,2026-03-27,0,0,2026,2076291,0.0833
Moon Township,925,2026-04-03,2026-04-05 21:47:39.589563,2496156231,609929300,170700,3106256231,161100,2026-04-03,198100,0.0079,2026,2274391,0.0912
Moon Township,925,2026-04-10,2026-04-12 21:49:33.585524,2482506181,609929300,170700,3092606181,161100,2026-04-10,-13650050,-0.5468,2026,-11375659,-0.4561
Moon Township,925,2026-04-17,2026-04-19 21:50:38.388098,2482513981,609929300,170700,3092613981,161100,2026-04-17,7800,3e-4,2026,-11367859,-0.4558
Municipality of Bethel Park,876,2026-01-09,2026-01-13 16:46:12,2553342730,359772150,1641400,2914756280,150000,2026-01-16,NA,NA,2026,0,0
Municipality of Bethel Park,876,2026-01-23,2026-01-31 03:19:40.490685,2553200330,359772150,1641400,2914613880,150000,2026-01-30,-142400,-0.0056,2026,-142400,-0.0056
Municipality of Bethel Park,876,2026-01-30,2026-02-02 20:50:20.913547,2553190030,359597750,1641400,2914429180,150000,2026-02-06,-10300,-4e-4,2026,-152700,-0.006
Municipality of Bethel Park,876,2026-02-06,2026-02-08 19:25:42.044104,2552974530,359813250,1641400,2914429180,150000,2026-02-13,-215500,-0.0084,2026,-368200,-0.0144
Municipality of Bethel Park,876,2026-02-13,2026-02-15 11:32:22.252683,2552434330,359813250,1641400,2913888980,150000,2026-02-13,-540200,-0.0212,2026,-908400,-0.0356
Municipality of Bethel Park,876,2026-02-20,2026-02-22 21:26:07.514213,2552471630,359813250,1641400,2913926280,150050,2026-02-27,37300,0.0015,2026,-871100,-0.0341
Municipality of Bethel Park,876,2026-02-27,2026-03-01 21:36:26.531821,2552747230,359813250,1641400,2914201880,150100,2026-02-27,275600,0.0108,2026,-595500,-0.0233
Municipality of Bethel Park,876,2026-03-06,2026-03-08 21:37:00.716286,2546907530,359813250,1641400,2908362180,150100,2026-03-06,-5839700,-0.2288,2026,-6435200,-0.252
Municipality of Bethel Park,876,2026-03-20,2026-03-22 21:39:14.650595,2544045130,359813250,1641400,2905499780,150100,2026-03-20,-2862400,-0.1124,2026,-9297600,-0.3641
Municipality of Bethel Park,876,2026-03-27,2026-03-29 21:45:57.600213,2544045130,359813250,1641400,2905499780,150100,2026-03-27,0,0,2026,-9297600,-0.3641
Municipality of Bethel Park,876,2026-04-03,2026-04-05 21:46:16.768538,2543623230,360398550,1641400,2905663180,150100,2026-04-03,-421900,-0.0166,2026,-9719500,-0.3807
Municipality of Bethel Park,876,2026-04-10,2026-04-12 21:48:09.000473,2540990030,360235950,1641400,2902867380,150100,2026-04-10,-2633200,-0.1035,2026,-12352700,-0.4838
Municipality of Bethel Park,876,2026-04-17,2026-04-19 21:49:26.076746,2540990030,360235950,1641400,2902867380,150100,2026-04-17,0,0,2026,-12352700,-0.4838
Municipality of Monroeville,879,2026-01-09,2026-01-13 16:47:32,2257055196,461784100,1528100,2720367396,111900,2026-01-16,NA,NA,2026,0,0
Municipality of Monroeville,879,2026-01-23,2026-01-31 03:21:08.269661,2257026996,461784100,1528100,2720339196,111900,2026-01-30,-28200,-0.0012,2026,-28200,-0.0012
Municipality of Monroeville,879,2026-01-30,2026-02-02 20:51:41.92913,2257045596,461784100,1528100,2720357796,111900,2026-02-06,18600,8e-4,2026,-9600,-4e-4
Municipality of Monroeville,879,2026-02-06,2026-02-08 19:27:02.207291,2257045596,461784100,1528100,2720357796,111900,2026-02-13,0,0,2026,-9600,-4e-4
Municipality of Monroeville,879,2026-02-13,2026-02-15 11:33:36.906802,2256534496,462317500,1528100,2720380096,111900,2026-02-13,-511100,-0.0226,2026,-520700,-0.0231
Municipality of Monroeville,879,2026-02-20,2026-02-22 21:27:30.717792,2256867396,462317500,1528100,2720712996,111900,2026-02-27,332900,0.0148,2026,-187800,-0.0083
Municipality of Monroeville,879,2026-02-27,2026-03-01 21:37:48.695977,2252144996,465930000,1528100,2719603096,111900,2026-02-27,-4722400,-0.2092,2026,-4910200,-0.2175
Municipality of Monroeville,879,2026-03-06,2026-03-08 21:38:13.800421,2248245596,465930000,1528100,2715703696,111900,2026-03-06,-3899400,-0.1731,2026,-8809600,-0.3903
Municipality of Monroeville,879,2026-03-20,2026-03-22 21:40:38.64529,2246836196,466065200,1528100,2714429496,111900,2026-03-20,-1409400,-0.0627,2026,-10219000,-0.4528
Municipality of Monroeville,879,2026-03-27,2026-03-29 21:47:21.873828,2246836196,466065200,1528100,2714429496,111900,2026-03-27,0,0,2026,-10219000,-0.4528
Municipality of Monroeville,879,2026-04-03,2026-04-05 21:47:38.266109,2246705396,466065200,1528100,2714298696,111900,2026-04-03,-130800,-0.0058,2026,-10349800,-0.4586
Municipality of Monroeville,879,2026-04-10,2026-04-12 21:49:32.19007,2243945296,466197200,1528100,2711670596,111900,2026-04-10,-2760100,-0.1229,2026,-13109900,-0.5808
Municipality of Monroeville,879,2026-04-17,2026-04-19 21:50:37.212113,2243945296,466197200,1528100,2711670596,111900,2026-04-17,0,0,2026,-13109900,-0.5808
Municipality of Mt. Lebanon,926,2026-01-09,2026-01-13 16:47:34,2746044261,441198800,90400,3187333461,191100,2026-01-16,NA,NA,2026,0,0
Municipality of Mt. Lebanon,926,2026-01-23,2026-01-31 03:21:11.099456,2745999061,441358500,90400,3187447961,191150,2026-01-30,-45200,-0.0016,2026,-45200,-0.0016
Municipality of Mt. Lebanon,926,2026-01-30,2026-02-02 20:51:44.570778,2747393061,441212200,90400,3188695661,191200,2026-02-06,1394000,0.0508,2026,1348800,0.0491
Municipality of Mt. Lebanon,926,2026-02-06,2026-02-08 19:27:04.876612,2747393061,441212200,90400,3188695661,191200,2026-02-13,0,0,2026,1348800,0.0491
Municipality of Mt. Lebanon,926,2026-02-13,2026-02-15 11:33:39.327709,2748503661,441212200,90400,3189806261,191300,2026-02-13,1110600,0.0404,2026,2459400,0.0896
Municipality of Mt. Lebanon,926,2026-02-20,2026-02-22 21:27:33.340313,2748749861,441212200,90400,3190052461,191300,2026-02-27,246200,0.009,2026,2705600,0.0985
Municipality of Mt. Lebanon,926,2026-02-27,2026-03-01 21:37:51.381634,2748861261,441212200,90400,3190163861,191300,2026-02-27,111400,0.0041,2026,2817000,0.1026
Municipality of Mt. Lebanon,926,2026-03-06,2026-03-08 21:38:16.194032,2747991161,441208300,90400,3189289861,191300,2026-03-06,-870100,-0.0317,2026,1946900,0.0709
Municipality of Mt. Lebanon,926,2026-03-20,2026-03-22 21:40:41.345219,2747851761,441373900,90400,3189316061,191300,2026-03-20,-139400,-0.0051,2026,1807500,0.0658
Municipality of Mt. Lebanon,926,2026-03-27,2026-03-29 21:47:24.619268,2747851761,441373900,90400,3189316061,191300,2026-03-27,0,0,2026,1807500,0.0658
Municipality of Mt. Lebanon,926,2026-04-03,2026-04-05 21:47:40.928472,2747994461,441373900,90400,3189458761,191300,2026-04-03,142700,0.0052,2026,1950200,0.071
Municipality of Mt. Lebanon,926,2026-04-10,2026-04-12 21:49:35.028678,2747994461,441373900,90400,3189458761,191300,2026-04-10,0,0,2026,1950200,0.071
Municipality of Mt. Lebanon,926,2026-04-17,2026-04-19 21:50:39.548093,2747795761,441572600,90400,3189458761,191300,2026-04-17,-198700,-0.0072,2026,1751500,0.0638
Municipality of Penn Hills,934,2026-01-09,2026-01-13 16:47:50,1647514116,260509500,856800,1908880416,70200,2026-01-16,NA,NA,2026,0,0
Municipality of Penn Hills,934,2026-01-23,2026-01-31 03:21:28.178065,1647701116,260509500,856800,1909067416,70200,2026-01-30,187000,0.0114,2026,187000,0.0114
Municipality of Penn Hills,934,2026-01-30,2026-02-02 20:52:00.287579,1647552416,260713400,856800,1909122616,70200,2026-02-06,-148700,-0.009,2026,38300,0.0023
Municipality of Penn Hills,934,2026-02-06,2026-02-08 19:27:20.603742,1647552416,260713400,856800,1909122616,70200,2026-02-13,0,0,2026,38300,0.0023
Municipality of Penn Hills,934,2026-02-13,2026-02-15 11:33:54.024095,1647625616,260713400,856800,1909195816,70200,2026-02-13,73200,0.0044,2026,111500,0.0068
Municipality of Penn Hills,934,2026-02-20,2026-02-22 21:27:49.836874,1647720316,260713400,856800,1909290516,70200,2026-02-27,94700,0.0057,2026,206200,0.0125
Municipality of Penn Hills,934,2026-02-27,2026-03-01 21:38:07.589942,1645560016,260713400,856800,1907130216,70200,2026-02-27,-2160300,-0.1311,2026,-1954100,-0.1186
Municipality of Penn Hills,934,2026-03-06,2026-03-08 21:38:30.561982,1645399516,260900300,856800,1907156616,70200,2026-03-06,-160500,-0.0098,2026,-2114600,-0.1284
Municipality of Penn Hills,934,2026-03-20,2026-03-22 21:40:58.064328,1645425616,260848500,856800,1907130916,70200,2026-03-20,26100,0.0016,2026,-2088500,-0.1268
Municipality of Penn Hills,934,2026-03-27,2026-03-29 21:47:41.038146,1645425616,260848500,856800,1907130916,70200,2026-03-27,0,0,2026,-2088500,-0.1268
Municipality of Penn Hills,934,2026-04-03,2026-04-05 21:47:56.860792,1645273216,261044800,856800,1907174816,70200,2026-04-03,-152400,-0.0093,2026,-2240900,-0.136
Municipality of Penn Hills,934,2026-04-10,2026-04-12 21:49:51.327895,1645273216,261044800,856800,1907174816,70200,2026-04-10,0,0,2026,-2240900,-0.136
Municipality of Penn Hills,934,2026-04-17,2026-04-19 21:50:53.565104,1644655356,261467760,856800,1906979916,70200,2026-04-17,-617860,-0.0376,2026,-2858760,-0.1735
Neville Township,928,2026-01-09,2026-01-13 16:47:38,173896000,14110700,208400,188215100,62000,2026-01-16,NA,NA,2026,0,0
Neville Township,928,2026-01-23,2026-01-31 03:21:15.393361,172510500,14110700,208400,186829600,62000,2026-01-30,-1385500,-0.7967,2026,-1385500,-0.7967
Neville Township,928,2026-01-30,2026-02-02 20:51:48.543139,172510500,14110700,208400,186829600,62000,2026-02-06,0,0,2026,-1385500,-0.7967
Neville Township,928,2026-02-06,2026-02-08 19:27:08.802439,172510500,14110700,208400,186829600,62000,2026-02-13,0,0,2026,-1385500,-0.7967
Neville Township,928,2026-02-13,2026-02-15 11:33:42.994298,172461700,14110700,208400,186780800,62000,2026-02-13,-48800,-0.0283,2026,-1434300,-0.8248
Neville Township,928,2026-02-20,2026-02-22 21:27:37.455758,172571800,14110700,208400,186890900,62000,2026-02-27,110100,0.0638,2026,-1324200,-0.7615
Neville Township,928,2026-02-27,2026-03-01 21:37:55.450363,172571800,14110700,208400,186890900,62000,2026-02-27,0,0,2026,-1324200,-0.7615
Neville Township,928,2026-03-06,2026-03-08 21:38:19.820858,172571800,14110700,208400,186890900,62000,2026-03-06,0,0,2026,-1324200,-0.7615
Neville Township,928,2026-03-20,2026-03-22 21:40:45.455938,172581200,14110700,208400,186900300,62000,2026-03-20,9400,0.0054,2026,-1314800,-0.7561
Neville Township,928,2026-03-27,2026-03-29 21:47:28.678406,172581200,14110700,208400,186900300,62000,2026-03-27,0,0,2026,-1314800,-0.7561
Neville Township,928,2026-04-03,2026-04-05 21:47:44.920525,171137800,14120600,208400,185466800,62000,2026-04-03,-1443400,-0.8364,2026,-2758200,-1.5861
Neville Township,928,2026-04-10,2026-04-12 21:49:39.108112,171137800,14120600,208400,185466800,62000,2026-04-10,0,0,2026,-2758200,-1.5861
Neville Township,928,2026-04-17,2026-04-19 21:50:43.031122,171137800,14120600,208400,185466800,62000,2026-04-17,0,0,2026,-2758200,-1.5861
North Braddock Borough,843,2026-01-09,2026-01-13 16:47:39,74997465,31761000,88600,106847065,16000,2026-01-16,NA,NA,2026,0,0
North Braddock Borough,843,2026-01-23,2026-01-31 03:21:16.813096,75034665,31761000,88600,106884265,16000,2026-01-30,37200,0.0496,2026,37200,0.0496
North Braddock Borough,843,2026-01-30,2026-02-02 20:51:49.805007,75078465,31761000,88600,106928065,16000,2026-02-06,43800,0.0584,2026,81000,0.108
North Braddock Borough,843,2026-02-06,2026-02-08 19:27:10.075256,75078465,31761000,88600,106928065,16000,2026-02-13,0,0,2026,81000,0.108
North Braddock Borough,843,2026-02-13,2026-02-15 11:33:44.209182,75078465,31761000,88600,106928065,16000,2026-02-13,0,0,2026,81000,0.108
North Braddock Borough,843,2026-02-20,2026-02-22 21:27:38.858511,75078465,31759300,88600,106926365,16000,2026-02-27,0,0,2026,81000,0.108
North Braddock Borough,843,2026-02-27,2026-03-01 21:37:56.786011,75105265,31759300,88600,106953165,16000,2026-02-27,26800,0.0357,2026,107800,0.1437
North Braddock Borough,843,2026-03-06,2026-03-08 21:38:21.003793,75105265,31759300,88600,106953165,16000,2026-03-06,0,0,2026,107800,0.1437
North Braddock Borough,843,2026-03-20,2026-03-22 21:40:46.820395,75079565,31759300,88600,106927465,16000,2026-03-20,-25700,-0.0342,2026,82100,0.1095
North Braddock Borough,843,2026-03-27,2026-03-29 21:47:30.052096,75079565,31759300,88600,106927465,16000,2026-03-27,0,0,2026,82100,0.1095
North Braddock Borough,843,2026-04-03,2026-04-05 21:47:46.261216,75046065,31759300,88600,106893965,16000,2026-04-03,-33500,-0.0446,2026,48600,0.0648
North Braddock Borough,843,2026-04-10,2026-04-12 21:49:40.468152,75046065,31759300,88600,106893965,16000,2026-04-10,0,0,2026,48600,0.0648
North Braddock Borough,843,2026-04-17,2026-04-19 21:50:44.195135,75046065,31759300,88600,106893965,16000,2026-04-17,0,0,2026,48600,0.0648
North Fayette Township,929,2026-01-09,2026-01-13 16:47:41,1466369082,179281400,59000,1645709482,125400,2026-01-16,NA,NA,2026,0,0
North Fayette Township,929,2026-01-23,2026-01-31 03:21:18.236939,1465959882,179281400,59000,1645300282,125400,2026-01-30,-409200,-0.0279,2026,-409200,-0.0279
North Fayette Township,929,2026-01-30,2026-02-02 20:51:51.119205,1465704582,179281400,59000,1645044982,125400,2026-02-06,-255300,-0.0174,2026,-664500,-0.0453
North Fayette Township,929,2026-02-06,2026-02-08 19:27:11.410354,1465704582,179281400,59000,1645044982,125400,2026-02-13,0,0,2026,-664500,-0.0453
North Fayette Township,929,2026-02-13,2026-02-15 11:33:45.458167,1465618382,179281400,59000,1644958782,125400,2026-02-13,-86200,-0.0059,2026,-750700,-0.0512
North Fayette Township,929,2026-02-20,2026-02-22 21:27:40.187332,1467111382,179453900,59000,1646624282,125500,2026-02-27,1493000,0.1019,2026,742300,0.0506
North Fayette Township,929,2026-02-27,2026-03-01 21:37:58.119825,1466844182,179453900,59000,1646357082,125500,2026-02-27,-267200,-0.0182,2026,475100,0.0324
North Fayette Township,929,2026-03-06,2026-03-08 21:38:22.18428,1445806982,179473900,59000,1625339882,125450,2026-03-06,-21037200,-1.4342,2026,-20562100,-1.4022
North Fayette Township,929,2026-03-20,2026-03-22 21:40:48.209076,1445806982,179473900,59000,1625339882,125450,2026-03-20,0,0,2026,-20562100,-1.4022
North Fayette Township,929,2026-03-27,2026-03-29 21:47:31.485991,1444995382,179473900,59000,1624528282,125450,2026-03-27,-811600,-0.0561,2026,-21373700,-1.4576
North Fayette Township,929,2026-04-03,2026-04-05 21:47:47.597404,1445766682,179630800,59000,1625456482,125700,2026-04-03,771300,0.0534,2026,-20602400,-1.405
North Fayette Township,929,2026-04-10,2026-04-12 21:49:41.828878,1443691182,179630800,59000,1623380982,125700,2026-04-10,-2075500,-0.1436,2026,-22677900,-1.5465
North Fayette Township,929,2026-04-17,2026-04-19 21:50:45.36843,1443567782,179630800,59000,1623257582,125700,2026-04-17,-123400,-0.0085,2026,-22801300,-1.5549
North Versailles Township,930,2026-01-09,2026-01-13 16:47:42,446486150,82914600,1771600,531172350,57200,2026-01-16,NA,NA,2026,0,0
North Versailles Township,930,2026-01-23,2026-01-31 03:21:19.653495,446411950,82988800,1771600,531172350,57200,2026-01-30,-74200,-0.0166,2026,-74200,-0.0166
North Versailles Township,930,2026-01-30,2026-02-02 20:51:52.407259,446411950,82988800,1771600,531172350,57200,2026-02-06,0,0,2026,-74200,-0.0166
North Versailles Township,930,2026-02-06,2026-02-08 19:27:12.682731,446411950,82988800,1771600,531172350,57200,2026-02-13,0,0,2026,-74200,-0.0166
North Versailles Township,930,2026-02-13,2026-02-15 11:33:46.67498,446411950,82988800,1771600,531172350,57200,2026-02-13,0,0,2026,-74200,-0.0166
North Versailles Township,930,2026-02-20,2026-02-22 21:27:41.635958,446499450,82917900,1771600,531188950,57200,2026-02-27,87500,0.0196,2026,13300,0.003
North Versailles Township,930,2026-02-27,2026-03-01 21:37:59.462619,446499450,82917900,1771600,531188950,57200,2026-02-27,0,0,2026,13300,0.003
North Versailles Township,930,2026-03-06,2026-03-08 21:38:23.357466,446499450,82917900,1771600,531188950,57200,2026-03-06,0,0,2026,13300,0.003
North Versailles Township,930,2026-03-20,2026-03-22 21:40:49.580696,446387450,83029900,1771600,531188950,57200,2026-03-20,-112000,-0.0251,2026,-98700,-0.0221
North Versailles Township,930,2026-03-27,2026-03-29 21:47:32.872504,446387450,83029900,1771600,531188950,57200,2026-03-27,0,0,2026,-98700,-0.0221
North Versailles Township,930,2026-04-03,2026-04-05 21:47:48.935246,446387450,83029900,1771600,531188950,57200,2026-04-03,0,0,2026,-98700,-0.0221
North Versailles Township,930,2026-04-10,2026-04-12 21:49:43.228071,440517550,83029900,1771600,525319050,57200,2026-04-10,-5869900,-1.315,2026,-5968600,-1.3368
North Versailles Township,930,2026-04-17,2026-04-19 21:50:46.528113,440517550,83029900,1771600,525319050,57200,2026-04-17,0,0,2026,-5968600,-1.3368
O'Hara Township,931,2026-01-09,2026-01-13 16:47:46,1271806102,245070900,133300,1517010302,198000,2026-01-16,NA,NA,2026,0,0
O'Hara Township,931,2026-01-23,2026-01-31 03:21:23.903446,1272445402,245070900,133300,1517649602,198050,2026-01-30,639300,0.0503,2026,639300,0.0503
O'Hara Township,931,2026-01-30,2026-02-02 20:51:56.351165,1272354702,245070900,133300,1517558902,198050,2026-02-06,-90700,-0.0071,2026,548600,0.0431
O'Hara Township,931,2026-02-06,2026-02-08 19:27:16.666563,1272354702,245070900,133300,1517558902,198050,2026-02-13,0,0,2026,548600,0.0431
O'Hara Township,931,2026-02-13,2026-02-15 11:33:50.35004,1272289802,245070900,133300,1517494002,198050,2026-02-13,-64900,-0.0051,2026,483700,0.038
O'Hara Township,931,2026-02-20,2026-02-22 21:27:45.846293,1273244002,245070900,133300,1518448202,198100,2026-02-27,954200,0.075,2026,1437900,0.1131
O'Hara Township,931,2026-02-27,2026-03-01 21:38:03.526052,1273244002,245070900,133300,1518448202,198100,2026-02-27,0,0,2026,1437900,0.1131
O'Hara Township,931,2026-03-06,2026-03-08 21:38:26.893542,1271511002,245070900,133300,1516715202,198100,2026-03-06,-1733000,-0.1361,2026,-295100,-0.0232
O'Hara Township,931,2026-03-20,2026-03-22 21:40:53.668747,1271654702,245070900,133300,1516858902,198100,2026-03-20,143700,0.0113,2026,-151400,-0.0119
O'Hara Township,931,2026-03-27,2026-03-29 21:47:36.948094,1271654702,245070900,133300,1516858902,198100,2026-03-27,0,0,2026,-151400,-0.0119
O'Hara Township,931,2026-04-03,2026-04-05 21:47:52.898953,1266960902,245070900,133300,1512165102,198100,2026-04-03,-4693800,-0.3691,2026,-4845200,-0.381
O'Hara Township,931,2026-04-10,2026-04-12 21:49:47.259237,1266960902,245070900,133300,1512165102,198100,2026-04-10,0,0,2026,-4845200,-0.381
O'Hara Township,931,2026-04-17,2026-04-19 21:50:50.03585,1267296602,245070900,133300,1512500802,198200,2026-04-17,335700,0.0265,2026,-4509500,-0.3546
Ohio Township,932,2026-01-09,2026-01-13 16:47:47,859996115,98482200,14300,958492615,266700,2026-01-16,NA,NA,2026,0,0
Ohio Township,932,2026-01-23,2026-01-31 03:21:25.310701,859625515,98482200,14300,958122015,266650,2026-01-30,-370600,-0.0431,2026,-370600,-0.0431
Ohio Township,932,2026-01-30,2026-02-02 20:51:57.65557,859625515,98482200,14300,958122015,266650,2026-02-06,0,0,2026,-370600,-0.0431
Ohio Township,932,2026-02-06,2026-02-08 19:27:18.018063,859625515,98482200,14300,958122015,266650,2026-02-13,0,0,2026,-370600,-0.0431
Ohio Township,932,2026-02-13,2026-02-15 11:33:51.578364,859471715,98482200,14300,957968215,266150,2026-02-13,-153800,-0.0179,2026,-524400,-0.061
Ohio Township,932,2026-02-20,2026-02-22 21:27:47.224357,859725915,98482200,14300,958222415,266450,2026-02-27,254200,0.0296,2026,-270200,-0.0314
Ohio Township,932,2026-02-27,2026-03-01 21:38:04.866505,859596515,98482200,14300,958093015,265850,2026-02-27,-129400,-0.0151,2026,-399600,-0.0465
Ohio Township,932,2026-03-06,2026-03-08 21:38:28.080995,859276515,98482200,14300,957773015,266150,2026-03-06,-320000,-0.0372,2026,-719600,-0.0837
Ohio Township,932,2026-03-20,2026-03-22 21:40:55.040502,859639415,98482200,14300,958135915,266450,2026-03-20,362900,0.0422,2026,-356700,-0.0415
Ohio Township,932,2026-03-27,2026-03-29 21:47:38.277392,859639415,98482200,14300,958135915,266450,2026-03-27,0,0,2026,-356700,-0.0415
Ohio Township,932,2026-04-03,2026-04-05 21:47:54.209408,859557815,98618400,14300,958190515,266600,2026-04-03,-81600,-0.0095,2026,-438300,-0.051
Ohio Township,932,2026-04-10,2026-04-12 21:49:48.628079,859557815,98618400,14300,958190515,266600,2026-04-10,0,0,2026,-438300,-0.051
Ohio Township,932,2026-04-17,2026-04-19 21:50:51.202125,859557815,98618400,14300,958190515,266650,2026-04-17,0,0,2026,-438300,-0.051
Pennsbury Village,871,2026-01-09,2026-01-13 16:47:51,46121550,0,0,46121550,91000,2026-01-16,NA,NA,2026,0,0
Pennsbury Village,871,2026-01-23,2026-01-31 03:21:29.615119,46121550,0,0,46121550,91000,2026-01-30,0,0,2026,0,0
Pennsbury Village,871,2026-01-30,2026-02-02 20:52:01.60192,46121550,0,0,46121550,91000,2026-02-06,0,0,2026,0,0
Pennsbury Village,871,2026-02-06,2026-02-08 19:27:21.88362,46121550,0,0,46121550,91000,2026-02-13,0,0,2026,0,0
Pennsbury Village,871,2026-02-13,2026-02-15 11:33:55.223487,46121550,0,0,46121550,91000,2026-02-13,0,0,2026,0,0
Pennsbury Village,871,2026-02-20,2026-02-22 21:27:51.381895,46121550,0,0,46121550,91000,2026-02-27,0,0,2026,0,0
Pennsbury Village,871,2026-02-27,2026-03-01 21:38:08.958454,46121550,0,0,46121550,91000,2026-02-27,0,0,2026,0,0
Pennsbury Village,871,2026-03-06,2026-03-08 21:38:31.744911,46121550,0,0,46121550,91000,2026-03-06,0,0,2026,0,0
Pennsbury Village,871,2026-03-20,2026-03-22 21:40:59.472631,46121550,0,0,46121550,91000,2026-03-20,0,0,2026,0,0
Pennsbury Village,871,2026-03-27,2026-03-29 21:47:42.421009,46121550,0,0,46121550,91000,2026-03-27,0,0,2026,0,0
Pennsbury Village,871,2026-04-03,2026-04-05 21:47:58.2062,46121550,0,0,46121550,91000,2026-04-03,0,0,2026,0,0
Pennsbury Village,871,2026-04-10,2026-04-12 21:49:52.711236,46121550,0,0,46121550,91000,2026-04-10,0,0,2026,0,0
Pennsbury Village,871,2026-04-17,2026-04-19 21:50:54.730815,46121550,0,0,46121550,91000,2026-04-17,0,0,2026,0,0
Pine Township,935,2026-01-09,2026-01-13 16:47:52,2386589707,274552500,387600,2661529807,332300,2026-01-16,NA,NA,2026,0,0
